utterance_id,transcription,emotion
Ses03F_impro07_F009,"Yeah, I know, my mom called me. I was with my girlfriend in Boston, and uh- she got the letter and she called me, she said I don't know, do you want me to open it? And I was like yes, open it. And she opened it and she goes oh, I'm sorry, Nat.",excited
Ses04F_impro07_F028,I know.  We should have a party.,excited
Ses01F_script02_1_M035,"Look there, see?  What's that?  No, that's - that's just seaweed.",excited
Ses04M_script03_1_F024,I know you did.  You threw it out of the window into the Grand Canal.  I don't think I'll ever forgive you for that.,excited
Ses04F_script02_1_M036,They're swimming right now as if that's the only thing that matters.,excited
Ses01F_script03_1_F024,"Oh Charles, that was his name.  He did wiggle so beautifully.",excited
Ses02F_impro07_F009,"and like-- The football team--And like all the-...you- what I mean, like...",excited
Ses05F_impro07_M025,I know exactly how you feel about that. I think you feel really excited about it.  I know you are. I can tell. I know you.,excited
Ses03F_script02_1_M042,"where we stand for a massive celebration of sex and death. Oh, God, I'm giving myself goosebumps. Look, I'm all-all my hairs on my arms is sticking up.",excited
Ses04F_impro07_F063,Social life.  Hello.,excited
Ses05M_impro07_M002,Yes! I just found out today.  I just got the letter.,excited
Ses04F_impro07_F029,An I got accepted to U.S.C. party.,excited
Ses05F_impro03_F005,Just a couple days ago.,excited
Ses04F_impro03_F038,because you're going to take care of everything.  You're going to think of all the details that I forget.,excited
Ses03M_impro07_M004,Yeah.,excited
Ses04F_script03_1_F030,And very much sillier.,excited
Ses04F_impro07_F014,Well I was thinking maybe underwater basket weaving.,excited
Ses04F_script03_1_M007,With the most perfect poise.,excited
Ses01M_impro03_F003,Is she on the run?,excited
Ses02M_script02_1_M025,"Yea, but that moment on the beach is the highlight of their little lives. I mean all that flopping is laying eggs or what do you, mating or spotting or something like that.",excited
Ses03M_script02_1_M043,About what I just said?,excited
Ses02F_script03_1_M022,"Let's be superficial and pity the poor philosophers.  Let's blow our trumpets and squeakers and enjoy the party as much as we can.  Like quite idiotic, very small school children.  Let's savor the delight of the moment.",excited
Ses05F_impro07_M013,Uh! I'm so happy that you're not going to go away.,excited
Ses02M_script02_1_M023,"Honey, this is a natural phenomenon. I mean it only happens once a year.",excited
Ses04M_impro07_M004,it's a really good school.  So,excited
Ses05M_impro07_M043,"But I'm so looking forward to being so busy. You know what I mean?  It's the kind of busy you've got to love, right?",excited
Ses03M_script02_1_M001,Look at the night we got.  I wouldn't trade this for anything.,excited
Ses02F_impro07_M028,"You'll be like are you a fan or a student you know? Student. [LAUGHTER] Oh man, that's awesome.",excited
Ses03M_impro07_M008,No.  It's like it's harder than getting into Harvard.,excited
Ses05F_impro07_M017,That'll be great. That'll be great.,excited
Ses01M_impro03_F024,Incredible.,excited
Ses02F_impro07_M010,[LAUGHTER],excited
Ses02F_script03_1_F029,It was ridiculous.  Completely ridiculous.,excited
Ses04M_script03_1_F023,"Oh, Charles; that was his name, Charles.  Oh, he did wriggle so beautifully.",excited
Ses02M_impro07_M029,I mean you got to - you got to show me the ropes 'cause I've never been there before so I mean you know your way around already and- [LAUGHTER],excited
Ses04F_script02_1_M034,Out there someplace there's this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.,excited
Ses02M_impro03_F020,"Ooh, that would be fun.",excited
Ses05F_impro03_M046,I can't believe it.,excited
Ses04M_impro07_F022,"But, congrats on the U.S.C. thing.",excited
Ses03F_impro07_M014,Party. You want to get drunk tonight?,excited
Ses01M_impro07_M004,"I know. For softball, yeah.",excited
Ses01F_impro07_F005,I know. We should throw a party.,excited
Ses01F_impro07_M006,A rapper party ho. Yeah. Okay.,excited
Ses05M_impro07_M026,You know the area better than I do.,excited
Ses02M_impro07_F004,"[LAUGHTER] It's gotta be it, like-",excited
Ses05M_impro07_F012,I know.  I know.  I'm- I'm definitely -- I realize [LAUGHTER].,excited
Ses02M_script02_1_M016,You think they can hear us talk or feel the vibrations in the sand when we move around?,excited
Ses01F_script03_1_M005,I don't care then.,excited
Ses05M_impro07_M014,"Perfect!  Oh, my God.  Are you staying, are you going to live on campus?",excited
Ses03M_impro05a_M030,Now what are you going to do about it?,excited
Ses05F_impro03_M012,"Thanks a lot.  Well, okay, you've got to tell me the details.  What did he say?  Where was it?  What happened?",excited
Ses01M_impro03_F025,"you're a lucky, lucky, lucky man.",excited
Ses02F_impro03_F014,"It is good.  It's totally good.  I mean, it like oh, you know.",excited
Ses02F_script02_1_M036,"Oh man, this is great, isn't it?  I wouldn't miss this for anything.  Here, think about this, all right, I know you're not interested, but think about this.",excited
Ses04M_impro07_M021,find out all this stuff.  And- and I don't know.  I think I'm going to try to live in a dorm.,excited
Ses05F_impro07_M021,"You can't make fun of me because I'm not going to school, though, because I'm going to be working though.",excited
Ses03F_impro07_F011,"And my mom was like Natalie, Natalie, it's [GARBAGE], you know-",excited
Ses05M_impro07_F003,"oh,I'm so glad.",excited
Ses05F_script02_1_M030,"Oh, this is great.  I wouldn't miss this for the world.  I mean think about this. I know you are not interested but think about this for a second.",excited
Ses02M_impro03_F016,Did you bring her up on stage too?,excited
Ses04F_impro03_M043,I'm getting a little weak in the knees.,excited
Ses04M_impro03_F011,Are you going to get married like on the beach barefoot or like fancier?  Like in a church.,excited
Ses02F_script01_3_M010,"You feel it's wrong here, don't you?  This yard, this chair.  I want you to be ready for me.  I don't want to have to win you away from anything.",excited
Ses01M_impro07_F026,"No, no.  I love softball. I played softball all the time.",excited
Ses05M_impro07_M007,It's exactly what I wanted.,excited
Ses02M_impro03_F008,"Yea, I guess so. Oh, my Gosh. Was she surprised?",excited
Ses05F_script02_1_M032,It's just some little instinctual time-release firecracker that went off inside them and all this one they turn around and form a line as long as the California coast and just started swimming.,excited
Ses04F_impro07_F030,No.  An I got accepted to U.S.C. party. [LAUGHTER],excited
Ses04F_impro03_F050,You could make her that excited.  You really like her.  You guys have been together for a really long time now.,excited
Ses04F_impro07_M005,That's awesome.  Congratulations.,excited
Ses04F_impro07_F022,And it's so close so you can come visit me all the time.,excited
Ses02F_impro07_F020,"You know what I mean?  Like, it's like exactly what I want.",excited
Ses01F_impro07_M008,Yeah.  Big time.,excited
Ses02M_script02_1_M024,"Think about the people in Kansas, they- they'd have to get a plane ticket and hotel reservations to see this. We live forty minutes away it's too good to pass up.",excited
Ses02M_impro03_F005,That's like the most definitive.,excited
Ses05F_script03_1_M032,"Oh, we were very much younger then.",excited
Ses02M_impro08_F001,"Okay. Before I get into it, um your menu or whatever like where you choose the different thing depending on the-",excited
Ses05M_script02_2_M000,"Well, so, what do you think?",excited
Ses04M_script03_1_F028,"The manager came in and found is rolling about on the floor, biting and scratching like panthers.  Oh, dear.",excited
Ses05F_script03_1_M013,"All the futile mortals who try to make life unbearable.  Laugh at them.  Be flippant.  Laugh at everything, all their sacred shibboleths.  Flippancy brings out the acid in their damned sweetness and light.",excited
Ses01M_impro03_F009,That's unbelievable... Yeah.,excited
Ses04M_script02_1_M029,Out there someplace is this huge mass of silver fish heading this way.  They don't know why.  We don't know why.  It wasn't a decision.  They didn't take a vote.  No one sent them an invitation or a map;,excited
Ses01M_impro03_F023,[GARBAGE] She's got to be loaded.  fifty thousand dollars.  That's incredible.,excited
Ses05M_script01_3_M041,"Oh, Annie,",excited
Ses03F_impro07_F008,"Yes, me, I got in. Thank you very much.",excited
Ses04F_impro07_F074,"Oh, oh, I'm sorry, my bad.  I'll have to, like, sign up for summer lessons from you before I go.  You can teach me how to be cool before I go to college.",excited
Ses04F_impro03_M036,Well this is really exciting.  I mean- I just- I couldn't be happier right now.,excited
Ses01M_impro03_M008,"Yeah.  Can you believe that? Yeah, she's like hey, I'm like sure I'll do it, I don't care. Yeah. I'm like fifty thousand dollars, I'd totally do it for fifty thousand dollars. But the only thing is that's kind of like illegal. So like I could go to jail probably for a long if I get caught, but...",excited
Ses02M_impro07_F012,Yay.,excited
Ses05M_script03_1_M033,We were very much younger then.,excited
Ses04F_impro07_F012,And a taser.  Excellent.  Just make sure it's a big knife.,excited
Ses04F_impro07_F016,They have - U.S.C. has everything because U.S.C. is the best school ever.,excited
Ses03M_script02_1_M026,Yeah they do.,excited
Ses01M_impro03_F014,"Dude, you lucked out.",excited
Ses05F_impro03_M011,"Thirty nine, yeah.  I can't believe it.  So you broke our pact. Thanks a lot.",excited
Ses02M_impro03_F011,"Oh, You did not.",excited
Ses04F_impro03_F006,You think. [LAUGHTER],excited
Ses01M_impro07_F003,Pinch hitting softball.,excited
Ses05M_script02_1_M033,"Well, so what do you think?",excited
Ses05M_impro03_M002,"Yes, I did it.",excited
Ses04M_script03_1_F026,"It burnt my comb, too, and all the towels in the bathroom.",excited
Ses01M_impro07_F009,"That is amazing, congratulations. Good for you.",excited
Ses03M_script02_1_M000,"Hey, what time is it?  This pokes around midnight right?  God this is great isn't it?",excited
Ses05M_impro07_M003,I know. I know.  I'm so excited.,excited
Ses02M_script03_1_F002,What are we going to do?,excited
Ses03M_impro03_F023,"Wait, wait, wait I want you to marry me?  No, shouldn't you like be more like a question like, would you marry me?  Not like I want you to marry me.  It's like a demand.",excited
Ses03F_impro07_F029,Yeah. Those little-- --mattresses. I'll put it by my bed.,excited
Ses02M_impro07_F023,"Fair for you, Wow, oh my Gosh.",excited
Ses02F_script02_1_M014,"This is great, isn't it?  A six pack would be just the ticket right now.",excited
Ses05F_script02_1_M014,Right.,excited
Ses04M_impro03_F007,"Yeah, it is.",excited
Ses04F_impro07_M041,"Wait, you've been there before?",excited
Ses03M_script02_1_M027,"Okay.  But it's fish that do something that no other fish do.  Like the swallows in Capistrano or the Lemmings that throw themselves off the cliffs, there's magic here and some mystery and a little bit of unexplainable.",excited
Ses01M_impro03_M013,Oh good idea.,excited
Ses05M_script02_1_M007,"Are you cold?  Do you want my jacket?  We should have brought the blanket, our blanket.  Oh, this is great.  I didn't even think to bring a six pack.  Oh, a six pack would be just the ticket right about now.",excited
Ses02F_impro07_M002,"Oh, no way.",excited
Ses03F_script02_1_M036,"I wouldn't miss this for anything. I mean, think about this. Okay, I know you're not interested, but just think about this for a minute.",excited
Ses04M_script03_1_F012,Who's they?,excited
Ses03F_script03_1_M020,"Let's blow strumpets, blow-blow trumpets and squeakers and party as much as we can like small quite idiotic school children. Let's savor the delight of the moment. Come, kiss me darling, before worms pop in and out of your eye sockets.",excited
Ses02M_script02_1_M041,"they just turn as one and start the swim and brings them right here to this spot where we stand, for a massive celebration of sex and death.",excited
Ses05M_script03_1_M020,"Yes, yes, with all his might.",excited
Ses05M_impro07_F015,Yeah.  Totally- Well where are you going to live?,excited
Ses01F_impro07_M007,"I am just- Yeah.  I'm sticking around, I'm just doing my thing.  I'm living here.  I'm so glad you're going to stay, I'm so glad you're going to be here. Yeah. Woo.",excited
Ses05F_impro03_M013,"Okay.  That's okay, spontaneous is great.  Spontaneous is awesome.",excited
Ses03M_impro07_M007,Yeah.,excited
Ses01F_impro07_M014,"Teacher. Mrs. Nash, I have a question.",excited
